mc_id,lon,lat,group
mc_-91.12_17.74_1.3_20230928_0,-91.12,17.74,7
mc_-91.10_80.30_1.3_20230928_0,-91.1,80.3,9
mc_-91.10_78.55_1.3_20230928_0,-91.1,78.55,9
mc_-91.12_17.86_1.3_20230928_0,-91.12,17.86,7
mc_-91.13_14.86_1.3_20230928_0,-91.13,14.86,7
mc_-91.13_17.36_1.3_20230928_0,-91.13,17.36,7
mc_-91.13_17.49_1.3_20230928_0,-91.13,17.49,7
mc_-91.14_17.61_1.3_20230928_0,-91.14,17.61,7
mc_-91.15_14.36_1.3_20230928_0,-91.15,14.36,7
mc_-91.15_15.24_1.3_20230928_0,-91.15,15.24,7
mc_-91.15_15.49_1.3_20230928_0,-91.15,15.49,7
mc_-91.15_15.61_1.3_20230928_0,-91.15,15.61,7
mc_-91.15_15.99_1.3_20230928_0,-91.15,15.99,7
mc_-91.15_17.11_1.3_20230928_0,-91.15,17.11,7
mc_-91.15_17.24_1.3_20230928_0,-91.15,17.24,7
mc_-91.15_17.49_1.3_20230928_0,-91.15,17.49,7
mc_-91.15_18.23_1.3_20230928_0,-91.15,18.23,7
mc_-91.15_18.36_1.3_20230928_0,-91.15,18.36,7
mc_-91.16_15.10_1.3_20230928_0,-91.16,15.1,7
mc_-91.23_15.36_1.3_20230928_0,-91.23,15.36,7
mc_-91.23_17.61_1.3_20230928_0,-91.23,17.61,7
mc_-91.21_47.54_1.3_20230928_0,-91.21,47.54,2
mc_-91.25_15.36_1.3_20230928_0,-91.25,15.36,7
mc_-91.26_15.38_1.3_20230928_0,-91.26,15.38,7
mc_-91.28_14.69_1.3_20230928_0,-91.28,14.69,7
mc_-91.25_50.34_1.3_20230928_0,-91.25,50.34,5
mc_-91.28_14.74_1.3_20230928_0,-91.28,14.74,7
mc_-91.28_14.86_1.3_20230928_0,-91.28,14.86,7
mc_-91.28_16.24_1.3_20230928_0,-91.28,16.24,7
mc_-91.28_16.36_1.3_20230928_0,-91.28,16.36,7
mc_-91.28_16.99_1.3_20230928_0,-91.28,16.99,7
mc_-91.30_15.40_1.3_20230928_0,-91.3,15.4,7
mc_-91.33_17.93_1.3_20230928_0,-91.33,17.93,7
mc_-91.36_17.78_1.3_20230928_0,-91.36,17.78,7
mc_-91.37_14.30_1.3_20230928_0,-91.37,14.3,7
mc_-91.37_16.40_1.3_20230928_0,-91.37,16.4,7
mc_-91.33_50.46_1.3_20230928_0,-91.33,50.46,5
mc_-91.40_14.49_1.3_20230928_0,-91.4,14.49,7
mc_-91.38_50.59_1.3_20230928_0,-91.38,50.59,5
mc_-91.40_14.61_1.3_20230928_0,-91.4,14.61,7
mc_-91.40_14.86_1.3_20230928_0,-91.4,14.86,7
mc_-91.40_14.99_1.3_20230928_0,-91.4,14.99,7
mc_-91.40_15.86_1.3_20230928_0,-91.4,15.86,7
mc_-91.40_16.11_1.3_20230928_0,-91.4,16.11,7
mc_-91.40_16.49_1.3_20230928_0,-91.4,16.49,7
mc_-91.40_16.61_1.3_20230928_0,-91.4,16.61,7
mc_-91.40_16.74_1.3_20230928_0,-91.4,16.74,7
mc_-91.40_16.86_1.3_20230928_0,-91.4,16.86,7
mc_-91.40_17.36_1.3_20230928_0,-91.4,17.36,7
mc_-91.40_17.74_1.3_20230928_0,-91.4,17.74,7
mc_-91.41_15.23_1.3_20230928_0,-91.41,15.23,7
mc_-91.41_15.48_1.3_20230928_0,-91.41,15.48,7
mc_-91.43_14.36_1.3_20230928_0,-91.43,14.36,7
mc_-91.44_14.99_1.3_20230928_0,-91.44,14.99,7
mc_-91.46_15.36_1.3_20230928_0,-91.46,15.36,7
mc_-91.48_17.49_1.3_20230928_0,-91.48,17.49,7
mc_-91.52_15.05_1.3_20230928_0,-91.52,15.05,7
mc_-91.50_78.32_1.3_20230928_0,-91.5,78.32,9
mc_-91.52_15.22_1.3_20230928_0,-91.52,15.22,7
mc_-91.52_17.78_1.3_20230928_0,-91.52,17.78,7
mc_-91.53_14.86_1.3_20230928_0,-91.53,14.86,7
mc_-91.53_15.34_1.3_20230928_0,-91.53,15.34,7
mc_-91.53_15.99_1.3_20230928_0,-91.53,15.99,7
mc_-91.53_17.11_1.3_20230928_0,-91.53,17.11,7
mc_-91.53_17.24_1.3_20230928_0,-91.53,17.24,7
mc_-91.53_18.23_1.3_20230928_0,-91.53,18.23,7
mc_-91.57_15.89_1.3_20230928_0,-91.57,15.89,7
mc_-91.57_17.99_1.3_20230928_0,-91.57,17.99,7
mc_-91.58_17.72_1.3_20230928_0,-91.58,17.72,7
mc_-91.59_15.58_1.3_20230928_0,-91.59,15.58,7
mc_-91.60_15.48_1.3_20230928_0,-91.6,15.48,7
mc_-91.58_79.28_1.3_20230928_0,-91.58,79.28,9
mc_-91.64_15.74_1.3_20230928_0,-91.64,15.74,7
mc_-91.65_15.11_1.3_20230928_0,-91.65,15.11,7
mc_-91.63_79.16_1.3_20230928_0,-91.63,79.16,9
mc_-91.65_15.36_1.3_20230928_0,-91.65,15.36,7
mc_-91.65_15.61_1.3_20230928_0,-91.65,15.61,7
mc_-91.65_16.36_1.3_20230928_0,-91.65,16.36,7
mc_-91.65_16.52_1.3_20230928_0,-91.65,16.52,7
mc_-91.65_16.99_1.3_20230928_0,-91.65,16.99,7
mc_-91.65_17.61_1.3_20230928_0,-91.65,17.61,7
mc_-91.65_18.11_1.3_20230928_0,-91.65,18.11,7
mc_-91.66_17.96_1.3_20230928_0,-91.66,17.96,7
mc_-91.68_14.49_1.3_20230928_0,-91.68,14.49,7
mc_-91.69_14.55_1.3_20230928_0,-91.69,14.55,7
mc_-91.73_17.74_1.3_20230928_0,-91.73,17.74,7
mc_-91.75_16.11_1.3_20230928_0,-91.75,16.11,7
mc_-91.77_14.99_1.3_20230928_0,-91.77,14.99,7
mc_-91.77_15.86_1.3_20230928_0,-91.77,15.86,7
mc_-91.76_57.08_1.3_20230928_0,-91.76,57.08,10
mc_-91.77_17.86_1.3_20230928_0,-91.77,17.86,7
mc_-91.77_18.10_1.3_20230928_0,-91.77,18.1,7
mc_-91.78_14.61_1.3_20230928_0,-91.78,14.61,7
mc_-91.78_16.49_1.3_20230928_0,-91.78,16.49,7
mc_-91.78_16.61_1.3_20230928_0,-91.78,16.61,7
mc_-91.78_16.74_1.3_20230928_0,-91.78,16.74,7
mc_-91.78_16.86_1.3_20230928_0,-91.78,16.86,7
mc_-91.78_17.36_1.3_20230928_0,-91.78,17.36,7
mc_-91.78_79.07_1.3_20230928_0,-91.78,79.07,9
mc_-91.78_78.69_1.3_20230928_0,-91.78,78.69,9
mc_-91.80_15.86_1.3_20230928_0,-91.8,15.86,7
mc_-91.83_15.24_1.3_20230928_0,-91.83,15.24,7
mc_-91.83_15.99_1.3_20230928_0,-91.83,15.99,7
mc_-91.82_76.32_1.3_20230928_0,-91.82,76.32,3
mc_-91.84_81.06_1.3_20230928_0,-91.84,81.06,9
mc_-91.85_16.37_1.3_20230928_0,-91.85,16.37,7
mc_-91.86_15.10_1.3_20230928_0,-91.86,15.1,7
mc_-91.87_16.36_1.3_20230928_0,-91.87,16.36,7
mc_-91.89_16.11_1.3_20230928_0,-91.89,16.11,7
mc_-91.86_57.05_1.3_20230928_0,-91.86,57.05,10
mc_-91.90_15.22_1.3_20230928_0,-91.9,15.22,7
mc_-91.90_15.49_1.3_20230928_0,-91.9,15.49,7
mc_-91.90_16.23_1.3_20230928_0,-91.9,16.23,7
mc_-91.90_16.98_1.3_20230928_0,-91.9,16.98,7
mc_-91.90_17.11_1.3_20230928_0,-91.9,17.11,7
mc_-91.90_17.24_1.3_20230928_0,-91.9,17.24,7
mc_-91.90_17.49_1.3_20230928_0,-91.9,17.49,7
mc_-91.90_17.86_1.3_20230928_0,-91.9,17.86,7
mc_-91.92_80.77_1.3_20230928_0,-91.92,80.77,9
mc_-91.93_16.46_1.3_20230928_0,-91.93,16.46,7
mc_-91.94_80.34_1.3_20230928_0,-91.94,80.34,9
mc_-91.95_17.11_1.3_20230928_0,-91.95,17.11,7
mc_-92.00_15.99_1.3_20230928_0,-92.0,15.99,7
mc_-92.00_17.73_1.3_20230928_0,-92.0,17.73,7
mc_-92.01_15.53_1.3_20230928_0,-92.01,15.53,7
mc_-92.01_15.74_1.3_20230928_0,-92.01,15.74,7
mc_-92.02_17.61_1.3_20230928_0,-92.02,17.61,7
mc_-92.03_15.36_1.3_20230928_0,-92.03,15.36,7
mc_-92.03_15.61_1.3_20230928_0,-92.03,15.61,7
mc_-92.03_16.24_1.3_20230928_0,-92.03,16.24,7
mc_-92.03_16.36_1.3_20230928_0,-92.03,16.36,7
mc_-92.03_16.99_1.3_20230928_0,-92.03,16.99,7
mc_-92.04_17.68_1.3_20230928_0,-92.04,17.68,7
mc_-92.03_76.57_1.3_20230928_0,-92.03,76.57,3
mc_-92.03_78.94_1.3_20230928_0,-92.03,78.94,9
mc_-92.12_15.99_1.3_20230928_0,-92.12,15.99,7
mc_-92.07_78.44_1.3_20230928_0,-92.07,78.44,9
mc_-92.14_79.44_1.3_20230928_0,-92.14,79.44,9
mc_-92.15_15.74_1.3_20230928_0,-92.15,15.74,7
mc_-92.15_16.49_1.3_20230928_0,-92.15,16.49,7
mc_-92.15_17.36_1.3_20230928_0,-92.15,17.36,7
mc_-92.17_15.23_1.3_20230928_0,-92.17,15.23,7
mc_-92.20_16.82_1.3_20230928_0,-92.2,16.82,7
mc_-92.23_17.15_1.3_20230928_0,-92.23,17.15,7
mc_-92.23_80.69_1.3_20230928_0,-92.23,80.69,9
mc_-92.24_16.36_1.3_20230928_0,-92.24,16.36,7
mc_-92.26_16.66_1.3_20230928_0,-92.26,16.66,7
mc_-92.27_14.95_1.3_20230928_0,-92.27,14.95,7
mc_-92.27_17.11_1.3_20230928_0,-92.27,17.11,7
mc_-92.28_16.11_1.3_20230928_0,-92.28,16.11,7
mc_-92.28_17.24_1.3_20230928_0,-92.28,17.24,7
mc_-92.28_17.49_1.3_20230928_0,-92.28,17.49,7
mc_-92.30_15.36_1.3_20230928_0,-92.3,15.36,7
mc_-92.28_78.82_1.3_20230928_0,-92.28,78.82,9
mc_-92.35_16.94_1.3_20230928_0,-92.35,16.94,7
mc_-92.39_16.49_1.3_20230928_0,-92.39,16.49,7
mc_-92.40_15.02_1.3_20230928_0,-92.4,15.02,7
mc_-92.40_17.61_1.3_20230928_0,-92.4,17.61,7
mc_-92.40_80.94_1.3_20230928_0,-92.4,80.94,9
mc_-92.53_17.36_1.3_20230928_0,-92.53,17.36,7
mc_-92.63_16.56_1.3_20230928_0,-92.63,16.56,7
mc_-92.65_17.49_1.3_20230928_0,-92.65,17.49,7
mc_-92.92_16.84_1.3_20230928_0,-92.92,16.84,7
mc_-92.90_79.13_1.3_20230928_0,-92.9,79.13,9
mc_-93.01_16.99_1.3_20230928_0,-93.01,16.99,7
mc_-93.00_78.69_1.3_20230928_0,-93.0,78.69,9
mc_-93.03_78.95_1.3_20230928_0,-93.03,78.95,9
mc_-93.03_81.07_1.3_20230928_0,-93.03,81.07,9
mc_-93.15_80.82_1.3_20230928_0,-93.15,80.82,9
mc_-93.15_78.94_1.3_20230928_0,-93.15,78.94,9
mc_-93.21_16.86_1.3_20230928_0,-93.21,16.86,7
mc_-93.22_16.98_1.3_20230928_0,-93.22,16.98,7
mc_-93.34_80.69_1.3_20230928_0,-93.34,80.69,9
mc_-93.37_78.82_1.3_20230928_0,-93.37,78.82,9
mc_-93.53_79.44_1.3_20230928_0,-93.53,79.44,9
mc_-93.53_80.94_1.3_20230928_0,-93.53,80.94,9
mc_-93.65_17.36_1.3_20230928_0,-93.65,17.36,9
mc_-93.65_81.08_1.3_20230928_0,-93.65,81.08,9
mc_-94.15_81.07_1.3_20230928_0,-94.15,81.07,9
mc_-94.22_77.77_1.3_20230928_0,-94.22,77.77,8
mc_-94.28_79.56_1.3_20230928_0,-94.28,79.56,9
mc_-94.28_80.82_1.3_20230928_0,-94.28,80.82,9
mc_-94.40_76.70_1.3_20230928_0,-94.4,76.7,7
mc_-94.52_80.69_1.3_20230928_0,-94.52,80.69,9
mc_-94.65_79.44_1.3_20230928_0,-94.65,79.44,9
mc_-94.65_80.94_1.3_20230928_0,-94.65,80.94,9
mc_-94.78_76.82_1.3_20230928_0,-94.78,76.82,7
mc_-94.85_77.65_1.3_20230928_0,-94.85,77.65,8
mc_-94.68_60.33_1.3_20230928_0,-94.68,60.33,9
mc_-95.28_16.86_1.3_20230928_0,-95.28,16.86,1
mc_-95.28_77.80_1.3_20230928_0,-95.28,77.8,8
mc_-95.37_80.82_1.3_20230928_0,-95.37,80.82,9
mc_-95.41_80.30_1.3_20230928_0,-95.41,80.3,9
mc_-95.42_79.98_1.3_20230928_0,-95.42,79.98,9
mc_-95.53_16.99_1.3_20230928_0,-95.53,16.99,1
mc_-95.53_78.07_1.3_20230928_0,-95.53,78.07,8
mc_-95.53_78.19_1.3_20230928_0,-95.53,78.19,8
mc_-95.78_79.90_1.3_20230928_0,-95.78,79.9,9
mc_-95.88_78.32_1.3_20230928_0,-95.88,78.32,8
mc_-96.00_80.07_1.3_20230928_0,-96.0,80.07,9
mc_-96.01_16.23_1.3_20230928_0,-96.01,16.23,8
mc_-96.03_77.95_1.3_20230928_0,-96.03,77.95,8
mc_-96.09_16.30_1.3_20230928_0,-96.09,16.3,8
mc_-96.15_78.52_1.3_20230928_0,-96.15,78.52,8
mc_-96.25_16.36_1.3_20230928_0,-96.25,16.36,8
mc_-96.45_17.20_1.3_20230928_0,-96.45,17.2,6
mc_-96.53_17.24_1.3_20230928_0,-96.53,17.24,6
mc_-96.65_78.07_1.3_20230928_0,-96.65,78.07,8
mc_-96.65_78.19_1.3_20230928_0,-96.65,78.19,8
mc_-97.03_16.86_1.3_20230928_0,-97.03,16.86,3
mc_-97.03_78.32_1.3_20230928_0,-97.03,78.32,8
mc_-97.03_78.44_1.3_20230928_0,-97.03,78.44,8
mc_-97.06_17.49_1.3_20230928_0,-97.06,17.49,10
mc_-97.19_17.48_1.3_20230928_0,-97.19,17.48,10
mc_-97.23_17.61_1.3_20230928_0,-97.23,17.61,10
mc_-97.23_19.72_1.3_20230928_0,-97.23,19.72,3
mc_-97.28_78.57_1.3_20230928_0,-97.28,78.57,8
mc_-97.33_20.47_1.3_20230928_0,-97.33,20.47,3
mc_-97.53_20.00_1.3_20230928_0,-97.53,20.0,3
mc_-97.70_78.09_1.3_20230928_0,-97.7,78.09,8
mc_-97.77_20.03_1.3_20230928_0,-97.77,20.03,3
mc_-97.95_19.86_1.3_20230928_0,-97.95,19.86,3
mc_-98.02_20.38_1.3_20230928_0,-98.02,20.38,3
mc_-98.16_17.84_1.3_20230928_0,-98.16,17.84,2
mc_-98.17_23.35_1.3_20230928_0,-98.17,23.35,1
mc_-98.27_20.61_1.3_20230928_0,-98.27,20.61,3
mc_-98.53_17.68_1.3_20230928_0,-98.53,17.68,2
mc_-98.60_23.97_1.3_20230928_0,-98.6,23.97,10
mc_-98.78_19.24_1.3_20230928_0,-98.78,19.24,7
mc_-98.93_23.45_1.3_20230928_0,-98.93,23.45,10
mc_-99.15_19.59_1.3_20230928_0,-99.15,19.59,1
mc_-99.15_23.70_1.3_20230928_0,-99.15,23.7,10
mc_-99.16_24.73_1.3_20230928_0,-99.16,24.73,10
mc_-99.43_19.60_1.3_20230928_0,-99.43,19.6,1
mc_-99.52_19.73_1.3_20230928_0,-99.52,19.73,1
mc_-99.59_78.29_1.3_20230928_0,-99.59,78.29,8
mc_-99.74_78.44_1.3_20230928_0,-99.74,78.44,8
mc_-99.82_20.71_1.3_20230928_0,-99.82,20.71,3
mc_-99.90_20.85_1.3_20230928_0,-99.9,20.85,3
mc_-99.90_78.07_1.3_20230928_0,-99.9,78.07,8
mc_0.04_48.72_1.3_20230928_0,0.04,48.72,10
mc_0.05_46.58_1.3_20230928_0,0.05,46.58,10
mc_0.06_12.99_1.3_20230928_0,0.06,12.99,2
mc_0.06_30.85_1.3_20230928_0,0.06,30.85,6
mc_0.06_30.98_1.3_20230928_0,0.06,30.98,6
mc_0.06_30.73_1.3_20230928_0,0.06,30.73,6
mc_0.06_31.48_1.3_20230928_0,0.06,31.48,6
mc_0.06_31.10_1.3_20230928_0,0.06,31.1,6
mc_0.06_31.73_1.3_20230928_0,0.06,31.73,6
mc_0.06_31.98_1.3_20230928_0,0.06,31.98,6
mc_0.06_32.10_1.3_20230928_0,0.06,32.1,6
mc_0.06_32.23_1.3_20230928_0,0.06,32.23,6
mc_0.06_32.48_1.3_20230928_0,0.06,32.48,6
mc_0.06_33.48_1.3_20230928_0,0.06,33.48,6
mc_0.06_33.60_1.3_20230928_0,0.06,33.6,6
mc_0.06_33.98_1.3_20230928_0,0.06,33.98,6
mc_0.06_42.84_1.3_20230928_0,0.06,42.84,9
mc_0.06_43.44_1.3_20230928_0,0.06,43.44,9
mc_0.06_48.18_1.3_20230928_0,0.06,48.18,10
mc_0.07_45.91_1.3_20230928_0,0.07,45.91,10
mc_0.06_44.22_1.3_20230928_0,0.06,44.22,10
mc_0.06_48.78_1.3_20230928_0,0.06,48.78,10
mc_0.07_51.09_1.3_20230928_0,0.07,51.09,8
mc_0.07_7.11_1.3_20230928_0,0.07,7.11,8
mc_0.09_34.05_1.3_20230928_0,0.09,34.05,6
mc_0.09_40.60_1.3_20230928_0,0.09,40.6,10
mc_0.09_44.36_1.3_20230928_0,0.09,44.36,10
mc_0.15_34.86_1.3_20230928_0,0.15,34.86,10
mc_0.15_46.59_1.3_20230928_0,0.15,46.59,10
mc_0.15_48.47_1.3_20230928_0,0.15,48.47,10
mc_0.16_34.85_1.3_20230928_0,0.16,34.85,10
mc_0.18_47.47_1.3_20230928_0,0.18,47.47,10
mc_0.17_12.82_1.3_20230928_0,0.17,12.82,2
mc_0.18_8.07_1.3_20230928_0,0.18,8.07,8
mc_0.18_9.24_1.3_20230928_0,0.18,9.24,2
mc_0.19_30.60_1.3_20230928_0,0.19,30.6,6
mc_0.19_31.35_1.3_20230928_0,0.19,31.35,6
mc_0.19_32.23_1.3_20230928_0,0.19,32.23,6
mc_0.19_32.60_1.3_20230928_0,0.19,32.6,6
mc_0.19_32.73_1.3_20230928_0,0.19,32.73,6
mc_0.19_32.98_1.3_20230928_0,0.19,32.98,6
mc_0.19_33.73_1.3_20230928_0,0.19,33.73,6
mc_0.19_42.72_1.3_20230928_0,0.19,42.72,9
mc_0.19_44.28_1.3_20230928_0,0.19,44.28,10
mc_0.19_46.09_1.3_20230928_0,0.19,46.09,10
mc_0.19_48.72_1.3_20230928_0,0.19,48.72,10
mc_0.19_44.40_1.3_20230928_0,0.19,44.4,10
mc_0.19_9.74_1.3_20230928_0,0.19,9.74,2
mc_0.20_45.21_1.3_20230928_0,0.2,45.21,10
mc_0.21_46.21_1.3_20230928_0,0.21,46.21,10
mc_0.22_48.59_1.3_20230928_0,0.22,48.59,10
mc_0.23_43.43_1.3_20230928_0,0.23,43.43,9
mc_0.23_8.99_1.3_20230928_0,0.23,8.99,2
mc_0.23_29.27_1.3_20230928_0,0.23,29.27,6
mc_0.25_45.59_1.3_20230928_0,0.25,45.59,10
mc_0.28_41.02_1.3_20230928_0,0.28,41.02,10
mc_0.27_7.37_1.3_20230928_0,0.27,7.37,8
mc_0.28_7.62_1.3_20230928_0,0.28,7.62,8
mc_0.28_9.52_1.3_20230928_0,0.28,9.52,2
mc_0.29_44.97_1.3_20230928_0,0.29,44.97,10
mc_0.30_45.20_1.3_20230928_0,0.3,45.2,10
mc_0.31_30.48_1.3_20230928_0,0.31,30.48,6
mc_0.31_30.60_1.3_20230928_0,0.31,30.6,6
mc_0.31_31.23_1.3_20230928_0,0.31,31.23,6
mc_0.31_31.35_1.3_20230928_0,0.31,31.35,6
mc_0.31_31.60_1.3_20230928_0,0.31,31.6,6
mc_0.31_33.60_1.3_20230928_0,0.31,33.6,6
mc_0.31_42.84_1.3_20230928_0,0.31,42.84,9
mc_0.31_48.97_1.3_20230928_0,0.31,48.97,10
mc_0.32_47.34_1.3_20230928_0,0.32,47.34,10
mc_0.34_49.34_1.3_20230928_0,0.34,49.34,10
mc_0.37_47.84_1.3_20230928_0,0.37,47.84,10
mc_0.35_33.85_1.3_20230928_0,0.35,33.85,6
mc_0.38_41.30_1.3_20230928_0,0.38,41.3,10
mc_0.39_45.09_1.3_20230928_0,0.39,45.09,10
mc_0.40_51.19_1.3_20230928_0,0.4,51.19,8
mc_0.42_48.08_1.3_20230928_0,0.42,48.08,10
mc_0.44_31.10_1.3_20230928_0,0.44,31.1,6
mc_0.44_31.23_1.3_20230928_0,0.44,31.23,6
mc_0.44_31.48_1.3_20230928_0,0.44,31.48,6
mc_0.44_32.35_1.3_20230928_0,0.44,32.35,6
mc_0.44_32.60_1.3_20230928_0,0.44,32.6,6
mc_0.44_32.73_1.3_20230928_0,0.44,32.73,6
mc_0.44_34.10_1.3_20230928_0,0.44,34.1,6
mc_0.44_34.22_1.3_20230928_0,0.44,34.22,6
mc_0.44_42.72_1.3_20230928_0,0.44,42.72,9
mc_0.44_47.84_1.3_20230928_0,0.44,47.84,10
mc_0.44_52.09_1.3_20230928_0,0.44,52.09,9
mc_0.45_50.96_1.3_20230928_0,0.45,50.96,8
mc_0.47_48.84_1.3_20230928_0,0.47,48.84,10
mc_0.47_49.75_1.3_20230928_0,0.47,49.75,10
mc_0.53_45.05_1.3_20230928_0,0.53,45.05,10
mc_0.53_46.09_1.3_20230928_0,0.53,46.09,10
mc_0.53_46.43_1.3_20230928_0,0.53,46.43,10
mc_0.55_32.90_1.3_20230928_0,0.55,32.9,6
mc_0.56_30.98_1.3_20230928_0,0.56,30.98,6
mc_0.56_15.11_1.3_20230928_0,0.56,15.11,4
mc_0.56_31.10_1.3_20230928_0,0.56,31.1,6
mc_0.56_31.48_1.3_20230928_0,0.56,31.48,6
mc_0.56_31.60_1.3_20230928_0,0.56,31.6,6
mc_0.56_31.85_1.3_20230928_0,0.56,31.85,6
mc_0.56_31.98_1.3_20230928_0,0.56,31.98,6
mc_0.56_32.35_1.3_20230928_0,0.56,32.35,6
mc_0.56_32.48_1.3_20230928_0,0.56,32.48,6
mc_0.56_32.98_1.3_20230928_0,0.56,32.98,6
mc_0.56_33.10_1.3_20230928_0,0.56,33.1,6
mc_0.56_33.23_1.3_20230928_0,0.56,33.23,6
mc_0.56_34.35_1.3_20230928_0,0.56,34.35,6
mc_0.56_40.97_1.3_20230928_0,0.56,40.97,10
mc_0.56_42.84_1.3_20230928_0,0.56,42.84,9
mc_0.56_47.91_1.3_20230928_0,0.56,47.91,10
mc_0.56_48.77_1.3_20230928_0,0.56,48.77,10
mc_0.58_45.22_1.3_20230928_0,0.58,45.22,10
mc_0.56_7.99_1.3_20230928_0,0.56,7.99,8
mc_0.59_43.65_1.3_20230928_0,0.59,43.65,9
mc_0.59_48.59_1.3_20230928_0,0.59,48.59,10
mc_0.62_33.85_1.3_20230928_0,0.62,33.85,6
mc_0.62_47.52_1.3_20230928_0,0.62,47.52,10
mc_0.63_42.97_1.3_20230928_0,0.63,42.97,9
mc_0.63_45.59_1.3_20230928_0,0.63,45.59,10
mc_0.65_43.23_1.3_20230928_0,0.65,43.23,9
mc_0.65_46.92_1.3_20230928_0,0.65,46.92,10
mc_0.66_7.37_1.3_20230928_0,0.66,7.37,8
mc_0.67_47.62_1.3_20230928_0,0.67,47.62,10
mc_0.68_49.56_1.3_20230928_0,0.68,49.56,10
mc_0.68_34.42_1.3_20230928_0,0.68,34.42,6
mc_0.69_15.24_1.3_20230928_0,0.69,15.24,4
mc_0.69_14.99_1.3_20230928_0,0.69,14.99,4
mc_0.69_30.98_1.3_20230928_0,0.69,30.98,6
mc_0.69_30.85_1.3_20230928_0,0.69,30.85,6
mc_0.69_31.73_1.3_20230928_0,0.69,31.73,6
mc_0.69_31.60_1.3_20230928_0,0.69,31.6,6
mc_0.69_31.85_1.3_20230928_0,0.69,31.85,6
mc_0.69_32.60_1.3_20230928_0,0.69,32.6,6
mc_0.69_32.85_1.3_20230928_0,0.69,32.85,6
mc_0.69_48.22_1.3_20230928_0,0.69,48.22,10
mc_0.69_7.24_1.3_20230928_0,0.69,7.24,8
mc_0.70_42.59_1.3_20230928_0,0.7,42.59,9
mc_0.70_42.72_1.3_20230928_0,0.7,42.72,9
mc_0.72_33.73_1.3_20230928_0,0.72,33.73,6
mc_0.72_46.43_1.3_20230928_0,0.72,46.43,10
mc_0.74_45.72_1.3_20230928_0,0.74,45.72,10
mc_0.75_33.85_1.3_20230928_0,0.75,33.85,6
mc_0.77_45.09_1.3_20230928_0,0.77,45.09,10
mc_0.79_9.26_1.3_20230928_0,0.79,9.26,8
mc_0.80_44.84_1.3_20230928_0,0.8,44.84,10
mc_0.81_14.86_1.3_20230928_0,0.81,14.86,4
mc_0.81_15.36_1.3_20230928_0,0.81,15.36,4
mc_0.81_15.49_1.3_20230928_0,0.81,15.49,4
mc_0.81_31.23_1.3_20230928_0,0.81,31.23,6
mc_0.81_31.35_1.3_20230928_0,0.81,31.35,6
mc_0.81_31.73_1.3_20230928_0,0.81,31.73,6
mc_0.81_32.10_1.3_20230928_0,0.81,32.1,6
mc_0.81_42.84_1.3_20230928_0,0.81,42.84,9
mc_0.81_45.47_1.3_20230928_0,0.81,45.47,10
mc_0.81_45.59_1.3_20230928_0,0.81,45.59,10
mc_0.81_7.87_1.3_20230928_0,0.81,7.87,8
mc_0.82_33.60_1.3_20230928_0,0.82,33.6,6
mc_0.82_41.22_1.3_20230928_0,0.82,41.22,10
mc_0.82_46.48_1.3_20230928_0,0.82,46.48,10
mc_0.83_42.90_1.3_20230928_0,0.83,42.9,9
mc_0.83_45.72_1.3_20230928_0,0.83,45.72,10
mc_0.85_44.72_1.3_20230928_0,0.85,44.72,10
mc_0.86_14.61_1.3_20230928_0,0.86,14.61,4
mc_0.86_34.22_1.3_20230928_0,0.86,34.22,6
mc_0.86_36.34_1.3_20230928_0,0.86,36.34,4
mc_0.88_41.35_1.3_20230928_0,0.88,41.35,10
mc_0.93_33.48_1.3_20230928_0,0.93,33.48,6
mc_0.91_33.35_1.3_20230928_0,0.91,33.35,6
mc_0.93_34.61_1.3_20230928_0,0.93,34.61,6
mc_0.94_30.85_1.3_20230928_0,0.94,30.85,6
mc_0.94_32.10_1.3_20230928_0,0.94,32.1,6
mc_0.94_32.23_1.3_20230928_0,0.94,32.23,6
mc_0.94_32.73_1.3_20230928_0,0.94,32.73,6
mc_0.94_32.98_1.3_20230928_0,0.94,32.98,6
mc_0.94_33.10_1.3_20230928_0,0.94,33.1,6
mc_0.94_33.23_1.3_20230928_0,0.94,33.23,6
mc_0.94_33.35_1.3_20230928_0,0.94,33.35,6
mc_0.94_34.60_1.3_20230928_0,0.94,34.6,6
mc_0.94_44.59_1.3_20230928_0,0.94,44.59,10
mc_0.94_44.97_1.3_20230928_0,0.94,44.97,10
mc_0.97_46.47_1.3_20230928_0,0.97,46.47,10
mc_0.96_48.32_1.3_20230928_0,0.96,48.32,10
mc_0.97_7.24_1.3_20230928_0,0.97,7.24,8
mc_0.98_47.63_1.3_20230928_0,0.98,47.63,10
mc_0.99_7.49_1.3_20230928_0,0.99,7.49,8
mc_1.00_44.56_1.3_20230928_0,1.0,44.56,10
mc_1.00_46.96_1.3_20230928_0,1.0,46.96,10
mc_1.00_47.19_1.3_20230928_0,1.0,47.19,10
mc_1.01_9.49_1.3_20230928_0,1.01,9.49,8
mc_1.02_33.70_1.3_20230928_0,1.02,33.7,6
mc_1.02_45.34_1.3_20230928_0,1.02,45.34,10
mc_1.03_48.99_1.3_20230928_0,1.03,48.99,10
mc_1.06_31.10_1.3_20230928_0,1.06,31.1,6
mc_1.06_32.10_1.3_20230928_0,1.06,32.1,6
